order_id,order_status,customer,order_date,order_quantity,sales,discount,product_category,product_sub_category
11975,Order Finished,Max Jones,2011-04-13,43,421320,0.08,Office Supplies,Binders & Binder Accessories
13537,Order Finished,Lena Creighton,2010-05-30,41,633220,0.03,Office Supplies,Paper
13670,Order Finished,Art Foster,2012-05-23,27,232740,0.04,Office Supplies,Labels
13764,Order Finished,Ken Brennan,2011-07-13,31,247860,0.1,Office Supplies,Pens & Art Supplies
13953,Order Finished,Jenna Caffey,2011-05-31,32,762480,0.04,Office Supplies,Paper
14119,Order Finished,Troy Blackwell,2010-05-31,24,206220,0.06,Furniture,Office Furnishings
14402,Order Finished,Jessica Myrick,2010-10-14,1,368920,0.05,Furniture,Chairs & Chairmats
14499,Order Finished,Harry Marie,2010-11-14,28,1149980,0.06,Technology,Computer Peripherals
15079,Order Finished,Erica Hackney,2010-01-15,45,7506840,0.0,Technology,Computer Peripherals
15236,Order Finished,Lena Creighton,2012-04-09,33,682840,0.06,Office Supplies,Binders & Binder Accessories
15397,Order Finished,Troy Blackwell,2010-02-06,42,446660,0.0,Technology,Computer Peripherals
15719,Order Finished,Troy Blackwell,2011-01-18,18,10810880,0.07,Furniture,Chairs & Chairmats
16450,Order Finished,Dennis Bolton,2011-05-15,12,147000,0.03,Office Supplies,Envelopes
17186,Order Finished,Ken Brennan,2009-01-26,49,8643260,0.08,Furniture,Office Furnishings
17379,Order Finished,Harry Marie,2011-08-14,29,6436840,0.08,Furniture,Bookcases
17573,Order Finished,Clytie Kelty,2011-09-04,23,441940,0.02,Furniture,Office Furnishings
18595,Order Finished,Art Foster,2009-01-31,6,902880,0.1,Office Supplies,Appliances
19205,Order Finished,Odella Nelson,2010-07-26,47,2582700,0.04,Office Supplies,Paper
19494,Order Finished,Clytie Kelty,2010-01-12,39,1714640,0.05,Furniture,Office Furnishings
19523,Order Returned,Jim Sink,2011-11-30,44,311560,0.04,Office Supplies,Paper
20482,Order Finished,Steven Roelle,2011-07-18,38,9300140,0.04,Furniture,Bookcases
21445,Order Finished,Clytie Kelty,2009-11-17,14,150300,0.02,Office Supplies,Appliances
21573,Order Finished,Don Weiss,2012-04-25,31,192460,0.05,Office Supplies,Labels
21795,Order Finished,Jessica Myrick,2010-06-13,10,557320,0.05,Technology,Computer Peripherals
21859,Order Finished,Kalyca Meade,2011-11-18,42,802740,0.07,Furniture,Office Furnishings
21989,Order Finished,Lena Creighton,2011-02-10,9,237900,0.03,Furniture,Office Furnishings
22688,Order Finished,Maureen Fritzler,2012-04-17,40,4088551,0.1,Technology,Telephones & Communication
22916,Order Finished,Pete Takahito,2012-02-02,18,244040,0.04,Office Supplies,Paper
22951,Order Finished,Lena Creighton,2012-05-03,24,2608055,0.1,Technology,Telephones & Communication
23429,Order Finished,Beth Thompson,2009-03-19,28,309220,0.06,Office Supplies,Binders & Binder Accessories
23681,Order Finished,Jenna Caffey,2012-05-19,42,8365040,0.0,Office Supplies,Storage & Organization
24263,Order Finished,Rob Haberlin,2012-09-15,16,1025620,0.1,Furniture,Chairs & Chairmats
24455,Order Finished,Fred Wasserman,2009-12-06,8,338220,0.0,Technology,Computer Peripherals
24707,Order Returned,Don Weiss,2012-03-10,14,3922780,0.0,Furniture,Office Furnishings
25091,Order Finished,Lena Creighton,2010-02-19,4,313940,0.01,Office Supplies,Binders & Binder Accessories
26305,Order Finished,Max Jones,2010-12-02,50,2236420,0.07,Office Supplies,Binders & Binder Accessories
26982,Order Returned,Clytie Kelty,2012-04-28,37,3969220,0.05,Office Supplies,Paper
27106,Order Finished,Lena Creighton,2011-12-01,1,27920,0.06,Office Supplies,Binders & Binder Accessories
27527,Order Finished,Rob Haberlin,2010-11-30,37,753160,0.09,Furniture,Office Furnishings
27746,Order Finished,Jenna Caffey,2010-12-04,3,3081540,0.04,Technology,Copiers & Fax
27974,Order Finished,Art Foster,2010-10-07,35,1794840,0.08,Furniture,Chairs & Chairmats
28774,Order Finished,Jessica Myrick,2009-01-01,32,360720,0.1,Office Supplies,Storage & Organization
29607,Order Finished,Ken Brennan,2012-03-13,20,481480,0.05,Office Supplies,Paper
29730,Order Finished,Ken Brennan,2010-06-16,21,6145720,0.08,Furniture,Tables
30144,Order Finished,Joe Kamberova,2011-08-06,25,11006780,0.08,Furniture,Tables
31456,Order Finished,Lena Creighton,2012-11-15,10,450180,0.02,Office Supplies,Binders & Binder Accessories
31522,Order Finished,Max Jones,2010-05-25,14,604800,0.04,Furniture,Office Furnishings
33319,Order Finished,Don Weiss,2009-03-27,11,3472520,0.01,Furniture,Chairs & Chairmats
33635,Order Finished,Darrin Martin,2009-07-12,5,955520,0.04,Technology,Office Machines
33988,Order Finished,Rob Haberlin,2009-01-10,30,329560,0.0,Technology,Computer Peripherals
34087,Order Finished,Jim Sink,2009-07-24,31,6155462,0.05,Technology,Telephones & Communication
34691,Order Finished,Clytie Kelty,2009-01-14,27,435360,0.08,Office Supplies,Appliances
34883,Order Finished,Pete Takahito,2009-11-04,31,1812030,0.05,Technology,Telephones & Communication
35077,Order Finished,Michael Dominguez,2011-10-07,29,162200,0.06,Office Supplies,Pens & Art Supplies
36132,Order Finished,Hallie Redmond,2012-04-09,3,1209152,0.03,Furniture,Tables
36133,Order Finished,Katrina Willman,2011-08-20,6,257120,0.0,Office Supplies,Paper
37891,Order Finished,Steven Roelle,2011-10-20,24,326720,0.04,Office Supplies,Paper
38146,Order Finished,Erica Hackney,2011-12-07,41,1564100,0.08,Furniture,Office Furnishings
38756,Order Finished,Benjamin Patterson,2009-05-07,43,4502994,0.09,Technology,Telephones & Communication
39268,Order Finished,Maureen Fritzler,2011-04-22,44,648400,0.02,Office Supplies,Binders & Binder Accessories
39488,Order Finished,Michael Dominguez,2009-06-22,18,184800,0.04,Office Supplies,Envelopes
39650,Order Finished,Jessica Myrick,2010-07-30,10,2009780,0.0,Furniture,Chairs & Chairmats
39844,Order Finished,Jim Sink,2009-12-01,47,8774480,0.09,Office Supplies,Storage & Organization
41316,Order Finished,John Castell,2009-07-21,8,243480,0.01,Office Supplies,Binders & Binder Accessories
41476,Order Finished,Mark Cousins,2010-05-31,48,184500,0.07,Office Supplies,Rubber Bands
41861,Order Returned,Kalyca Meade,2010-11-26,24,951800,0.02,Office Supplies,Paper
42274,Order Finished,Lena Creighton,2011-09-03,23,4593520,0.01,Technology,Computer Peripherals
42882,Order Finished,Michael Dominguez,2010-10-27,17,408140,0.08,Office Supplies,Appliances
43360,Order Finished,Max Jones,2009-10-13,48,224320,0.0,Furniture,Office Furnishings
43713,Order Returned,Odella Nelson,2012-09-07,12,68820,0.05,Office Supplies,Pens & Art Supplies
44322,Order Finished,Max Jones,2011-10-12,15,1201600,0.1,Office Supplies,Storage & Organization
44579,Order Returned,Clytie Kelty,2011-06-03,19,7792780,0.1,Furniture,Chairs & Chairmats
44737,Order Finished,Duane Benoit,2012-11-19,11,1547480,0.02,Office Supplies,Storage & Organization
44738,Order Finished,Max Jones,2010-12-05,34,151140,0.02,Office Supplies,Pens & Art Supplies
45029,Order Finished,Gene Mc Clure,2010-07-03,20,10608840,0.01,Furniture,Tables
45543,Order Finished,Denny Joy,2011-02-02,16,2446860,0.01,Furniture,Tables
45635,Order Finished,Denny Joy,2012-04-07,50,4037360,0.1,Technology,Computer Peripherals
46436,Order Finished,Odella Nelson,2009-04-04,46,2955144,0.0,Technology,Telephones & Communication
46848,Order Finished,John Castell,2009-11-10,39,7685980,0.04,Office Supplies,Storage & Organization
47009,Order Finished,Clytie Kelty,2009-06-04,32,3174320,0.09,Technology,Computer Peripherals
47138,Order Returned,Benjamin Patterson,2009-01-09,1,215900,0.04,Technology,Telephones & Communication
47236,Order Finished,Michael Dominguez,2011-10-02,1,141820,0.03,Office Supplies,Appliances
47686,Order Finished,Michael Dominguez,2012-10-11,48,359300,0.1,Office Supplies,Pens & Art Supplies
47971,Order Finished,Duane Benoit,2012-10-29,24,226860,0.09,Furniture,Office Furnishings
48261,Order Finished,Michael Dominguez,2011-03-18,15,4261320,0.01,Furniture,Chairs & Chairmats
48773,Order Returned,Amy Cox,2009-01-15,7,102540,0.06,Office Supplies,Paper
48902,Order Finished,Benjamin Patterson,2012-10-23,7,106580,0.01,Office Supplies,Paper
49221,Order Finished,Maureen Fritzler,2010-07-03,22,799280,0.04,Technology,Office Machines
49255,Order Returned,Mark Cousins,2012-06-22,20,2714880,0.09,Furniture,Bookcases
49575,Order Finished,Kalyca Meade,2010-12-16,12,1014880,0.05,Office Supplies,Binders & Binder Accessories
50144,Order Finished,Michael Dominguez,2012-06-07,36,8339860,0.1,Office Supplies,Binders & Binder Accessories
50181,Order Finished,Odella Nelson,2012-05-30,2,579460,0.04,Furniture,Chairs & Chairmats
52324,Order Finished,Hallie Redmond,2012-06-29,4,1514220,0.07,Furniture,Chairs & Chairmats
53441,Order Finished,Clytie Kelty,2009-08-24,7,690740,0.01,Office Supplies,Paper
53445,Order Finished,Odella Nelson,2012-10-24,8,211900,0.01,Office Supplies,Pens & Art Supplies
54055,Order Finished,Lena Creighton,2009-02-13,44,10967920,0.02,Furniture,Bookcases
54151,Order Returned,Amy Cox,2009-09-02,35,411740,0.03,Office Supplies,Paper
54181,Order Finished,Duane Benoit,2012-05-18,12,5217580,0.03,Technology,Office Machines
54243,Order Returned,Amy Cox,2009-09-16,6,1814480,0.07,Furniture,Tables
55394,Order Finished,Benjamin Patterson,2010-02-26,21,681400,0.05,Furniture,Tables
56003,Order Finished,Katrina Willman,2010-04-06,13,3670940,0.1,Furniture,Tables
56128,Order Returned,Hallie Redmond,2010-07-30,41,1804380,0.08,Office Supplies,Pens & Art Supplies
56384,Order Finished,Steven Roelle,2012-07-31,47,514400,0.04,Office Supplies,Appliances
56646,Order Finished,Duane Benoit,2010-05-19,41,8514552,0.04,Technology,Telephones & Communication
56967,Order Finished,Ken Brennan,2012-03-02,17,2767800,0.05,Technology,Computer Peripherals
57479,Order Finished,Amy Cox,2011-03-15,37,264240,0.07,Office Supplies,Labels
57699,Order Finished,Pete Takahito,2012-11-10,47,3715760,0.09,Technology,Computer Peripherals
58690,Order Finished,Kristen Hastings,2011-11-05,14,6047460,0.09,Furniture,Tables
59428,Order Finished,Katrina Willman,2010-09-09,36,7204240,0.05,Furniture,Chairs & Chairmats
2978,Order Finished,Alan Schoenberger,2011-05-02,28,9342299,0.07,Technology,Telephones & Communication
7521,Order Returned,Mark Packer,2011-02-27,19,3884347,0.0,Technology,Telephones & Communication
13351,Order Finished,Karl Brown,2010-05-06,20,6663620,0.08,Technology,Computer Peripherals
15687,Order Finished,Benjamin Venier,2012-04-09,48,6801260,0.08,Furniture,Bookcases
23169,Order Finished,Karl Brown,2011-06-23,22,3367140,0.1,Technology,Computer Peripherals
37863,Order Finished,Aaron Hawkins,2011-02-24,27,610100,0.04,Office Supplies,"Scissors, Rulers & Trimmers"
40866,Order Finished,Rick Duston,2010-05-23,3,1814360,0.06,Office Supplies,Appliances
49989,Order Finished,Dianna Wilson,2010-04-26,6,3709880,0.04,Technology,Computer Peripherals
54595,Order Returned,Erica Hernandez,2009-04-28,30,500580,0.02,Office Supplies,"Scissors, Rulers & Trimmers"
57249,Order Finished,David Kendrick,2010-07-20,30,3550660,0.05,Furniture,Office Furnishings
5639,Order Finished,Raymond Fair,2009-06-01,31,1002760,0.03,Office Supplies,Storage & Organization
12320,Order Finished,Tracy Poddar,2011-12-20,35,1078420,0.05,Furniture,Tables
12326,Order Finished,Troy Staebel,2011-02-02,4,247640,0.05,Furniture,Office Furnishings
13056,Order Finished,Raymond Fair,2009-04-22,33,6774640,0.05,Technology,Computer Peripherals
13125,Order Finished,Alejandro Savely,2010-12-13,30,1981460,0.02,Technology,Computer Peripherals
25157,Order Returned,Tony Molinari,2010-05-25,47,543560,0.07,Office Supplies,Pens & Art Supplies
25313,Order Finished,Karl Brown,2012-08-21,19,837400,0.05,Office Supplies,Pens & Art Supplies
25536,Order Finished,Amy Cox,2011-07-22,19,386500,0.03,Office Supplies,Pens & Art Supplies
28999,Order Finished,Giulietta Dortch,2009-01-10,34,2355000,0.02,Technology,Computer Peripherals
30599,Order Finished,Michael Kennedy,2012-02-10,23,211860,0.05,Office Supplies,Paper
31232,Order Returned,Eleni Mc Crary,2012-08-29,9,5286300,0.01,Furniture,Tables
31239,Order Finished,Eleni Mc Crary,2010-08-28,20,1355800,0.05,Technology,Computer Peripherals
33090,Order Finished,Deanra Eno,2009-08-05,26,2067860,0.0,Office Supplies,Storage & Organization
33987,Order Finished,Sara Luxemburg,2011-10-25,19,3233740,0.1,Furniture,Chairs & Chairmats
38337,Order Finished,Tracy Poddar,2010-10-31,46,261800,0.09,Office Supplies,Pens & Art Supplies
38369,Order Finished,Eric Barreto,2010-01-12,3,449488,0.02,Furniture,Tables
40103,Order Finished,Amy Cox,2010-09-24,7,706040,0.0,Office Supplies,Appliances
40131,Order Finished,Katherine Murray,2012-05-02,24,444860,0.06,Office Supplies,Paper
41504,Order Finished,Paul Knutson,2012-10-28,20,605880,0.07,Office Supplies,Storage & Organization
43751,Order Finished,Michael Kennedy,2012-06-27,43,1242880,0.08,Office Supplies,Storage & Organization
44448,Order Finished,Raymond Fair,2009-04-13,28,1902120,0.02,Technology,Computer Peripherals
46534,Order Finished,Chris Cortes,2012-10-03,13,2682620,0.05,Technology,Office Machines
47459,Order Finished,Denise Leinenbach,2011-08-17,10,394420,0.06,Office Supplies,Binders & Binder Accessories
49190,Order Finished,Evan Henry,2012-12-11,4,56080,0.09,Office Supplies,Paper
55431,Order Finished,Kean Thornton,2012-06-08,13,7447980,0.03,Office Supplies,Appliances
55713,Order Finished,Alan Schoenberger,2009-02-02,49,11437700,0.09,Furniture,Chairs & Chairmats
59552,Order Finished,Pierre Wener,2010-01-13,39,628520,0.0,Office Supplies,Binders & Binder Accessories
6498,Order Returned,Julie Prescott,2009-03-17,38,673700,0.01,Technology,Computer Peripherals
16359,Order Finished,Grant Donatelli,2012-05-14,39,2687200,0.06,Office Supplies,Envelopes
23558,Order Finished,Julie Prescott,2011-08-09,4,51640,0.01,Office Supplies,Paper
27205,Order Finished,Jason Fortune,2010-05-21,12,174220,0.08,Technology,Computer Peripherals
27461,Order Finished,Candace Mc Mahon,2010-02-26,40,243840,0.09,Office Supplies,Labels
29957,Order Finished,Dave Brooks,2010-03-13,31,2895240,0.07,Office Supplies,Paper
30593,Order Finished,Jim Karlsson,2011-07-25,20,195300,0.04,Furniture,Office Furnishings
37924,Order Returned,Philip Fox,2009-11-29,21,704880,0.09,Office Supplies,Pens & Art Supplies
38400,Order Returned,Candace Mc Mahon,2009-12-14,8,229460,0.03,Furniture,Office Furnishings
38498,Order Finished,Grant Carroll,2012-04-27,30,6590300,0.07,Technology,Computer Peripherals
39492,Order Finished,Jason Fortune,2011-04-17,38,3083840,0.03,Technology,Computer Peripherals
39686,Order Finished,Philip Fox,2012-06-08,2,1477600,0.06,Office Supplies,Appliances
42693,Order Finished,Dave Brooks,2009-04-04,33,4236520,0.01,Office Supplies,Storage & Organization
42850,Order Returned,Julie Prescott,2011-06-21,27,1645400,0.05,Technology,Computer Peripherals
46212,Order Finished,Grant Donatelli,2012-09-12,7,7755760,0.08,Furniture,Tables
49313,Order Finished,Grant Carroll,2009-10-04,34,615520,0.1,Furniture,Office Furnishings
49477,Order Finished,Grant Carroll,2011-11-29,9,151880,0.01,Office Supplies,Paper
49889,Order Finished,Philip Fox,2012-12-12,47,1066940,0.09,Office Supplies,Binders & Binder Accessories
52416,Order Finished,Dave Brooks,2009-01-31,6,99620,0.05,Office Supplies,Paper
55140,Order Finished,Candace Mc Mahon,2010-07-04,39,877600,0.09,Office Supplies,Appliances
56550,Order Finished,Frank Hawley,2011-04-08,33,1295540,0.09,Office Supplies,Paper
57447,Order Finished,Grant Carroll,2011-07-04,39,631760,0.09,Technology,Computer Peripherals
1185,Order Finished,Ionia Mc Grath,2012-08-23,7,749560,0.09,Office Supplies,Paper
2149,Order Finished,Lori Olson,2010-03-12,4,87120,0.01,Furniture,Office Furnishings
2466,Order Finished,Quincy Jones,2009-03-05,25,5107680,0.05,Furniture,Office Furnishings
3588,Order Finished,Patrick Jones,2011-03-18,42,748760,0.03,Office Supplies,Appliances
5957,Order Finished,Ionia Mc Grath,2010-12-26,15,136640,0.05,Office Supplies,Paper
6183,Order Finished,Ionia Mc Grath,2012-06-15,41,3983860,0.02,Office Supplies,Paper
6402,Order Finished,Nathan Mautz,2011-04-23,35,746660,0.01,Office Supplies,"Scissors, Rulers & Trimmers"
6720,Order Finished,Patrick Jones,2010-09-09,31,329240,0.03,Office Supplies,Binders & Binder Accessories
6785,Order Finished,Nathan Mautz,2012-05-06,7,362640,0.03,Furniture,Office Furnishings
8295,Order Finished,Karen Seio,2009-04-01,30,1670301,0.09,Technology,Telephones & Communication
8704,Order Finished,Quincy Jones,2011-06-30,43,898340,0.01,Office Supplies,Pens & Art Supplies
8933,Order Finished,Lori Olson,2010-10-07,37,3040520,0.04,Office Supplies,Binders & Binder Accessories
9222,Order Finished,Ionia Mc Grath,2009-02-10,41,947340,0.04,Office Supplies,Paper
10243,Order Finished,Patrick Gardner,2011-12-24,12,56820,0.07,Office Supplies,Binders & Binder Accessories
10886,Order Finished,Quincy Jones,2009-08-23,36,130840,0.04,Furniture,Office Furnishings
11047,Order Finished,Ionia Mc Grath,2010-12-10,27,3982520,0.01,Office Supplies,Appliances
12803,Order Finished,Patrick Jones,2010-02-25,32,767620,0.03,Office Supplies,Storage & Organization
13767,Order Finished,Nona Balk,2010-08-26,12,4101424,0.05,Furniture,Tables
14117,Order Finished,Nathan Mautz,2010-08-25,4,10620,0.0,Office Supplies,Rubber Bands
14976,Order Finished,Quincy Jones,2011-07-22,46,462700,0.03,Office Supplies,Paper
14980,Order Finished,Lori Olson,2012-07-14,27,1797800,0.03,Technology,Computer Peripherals
16258,Order Finished,Nona Balk,2011-07-06,1,19380,0.05,Office Supplies,Paper
16289,Order Finished,John Lee,2010-07-17,37,853280,0.09,Furniture,Office Furnishings
16993,Order Finished,Erin Mull,2011-11-16,8,2767838,0.05,Technology,Telephones & Communication
18945,Order Finished,John Lee,2009-01-17,33,1057080,0.06,Technology,Computer Peripherals
19975,Order Finished,Emily Phan,2009-04-10,33,724340,0.08,Office Supplies,Appliances
20036,Order Returned,John Lee,2010-12-05,25,580920,0.1,Office Supplies,Appliances
20964,Order Finished,Patrick Gardner,2012-03-30,11,1259173,0.04,Technology,Telephones & Communication
21314,Order Finished,Patrick Jones,2009-11-02,6,112440,0.04,Office Supplies,Binders & Binder Accessories
21702,Order Finished,Nathan Mautz,2010-12-17,40,10465660,0.01,Furniture,Chairs & Chairmats
21925,Order Finished,Patrick Jones,2012-07-12,3,472640,0.03,Technology,Computer Peripherals
22432,Order Finished,Ionia Mc Grath,2012-11-28,45,5456840,0.06,Office Supplies,Envelopes
22819,Order Finished,Patrick Jones,2012-11-10,1,13540,0.06,Office Supplies,Pens & Art Supplies
22917,Order Finished,Nathan Mautz,2009-03-01,1,7100560,0.06,Technology,Copiers & Fax
23107,Order Finished,Lori Olson,2011-06-11,7,86580,0.07,Office Supplies,Binders & Binder Accessories
23777,Order Finished,Emily Phan,2012-11-26,16,975400,0.06,Office Supplies,Storage & Organization
24098,Order Finished,Erin Mull,2012-04-17,42,399160,0.05,Office Supplies,Binders & Binder Accessories
24227,Order Finished,Karen Seio,2010-08-16,24,3681707,0.01,Technology,Telephones & Communication
24614,Order Finished,Ionia Mc Grath,2009-11-21,33,3289180,0.09,Technology,Computer Peripherals
25637,Order Finished,Erin Mull,2012-02-25,12,4818848,0.1,Furniture,Tables
26695,Order Finished,Justin Deggeller,2010-06-06,43,734220,0.01,Office Supplies,Paper
27078,Order Finished,Nathan Mautz,2012-08-12,22,304880,0.03,Office Supplies,Paper
29376,Order Returned,Karen Seio,2012-08-11,20,5700620,0.09,Office Supplies,Storage & Organization
30278,Order Finished,Ionia Mc Grath,2009-09-30,50,5721860,0.03,Technology,Telephones & Communication
30626,Order Finished,Nathan Mautz,2011-04-25,23,441640,0.1,Office Supplies,Pens & Art Supplies
30851,Order Finished,Emily Phan,2010-09-21,16,672580,0.08,Office Supplies,Pens & Art Supplies
31718,Order Finished,Nona Balk,2010-11-27,24,2781387,0.03,Technology,Telephones & Communication
32070,Order Finished,Patrick Jones,2009-07-17,50,173400,0.07,Furniture,Office Furnishings
34661,Order Returned,Nathan Mautz,2010-01-20,26,1728320,0.09,Furniture,Office Furnishings
34754,Order Finished,Patrick Jones,2012-06-04,16,1246700,0.03,Office Supplies,Paper
35392,Order Finished,Erin Mull,2012-02-23,9,141760,0.01,Office Supplies,Paper
36103,Order Finished,Nathan Mautz,2012-04-29,10,111640,0.01,Furniture,Office Furnishings
37157,Order Finished,Nathan Mautz,2010-02-20,39,426000,0.01,Office Supplies,Paper
38176,Order Finished,Nathan Mautz,2010-08-15,39,462160,0.01,Office Supplies,Paper
38531,Order Finished,Ionia Mc Grath,2011-12-05,26,236860,0.02,Office Supplies,Paper
40354,Order Returned,Patrick Jones,2009-01-03,29,345020,0.03,Office Supplies,Binders & Binder Accessories
40832,Order Finished,Erin Mull,2010-03-29,22,894460,0.03,Furniture,Office Furnishings
41632,Order Finished,Patrick Jones,2010-12-01,34,3082916,0.05,Technology,Telephones & Communication
42373,Order Finished,Emily Phan,2011-08-17,11,254640,0.1,Office Supplies,Binders & Binder Accessories
44423,Order Finished,Nona Balk,2012-07-29,39,497280,0.08,Furniture,Office Furnishings
45863,Order Returned,Patrick Jones,2010-09-19,5,1691228,0.01,Technology,Telephones & Communication
47078,Order Returned,Karen Seio,2010-04-19,18,169480,0.06,Office Supplies,Labels
47747,Order Finished,Patrick Gardner,2011-11-21,40,204300,0.03,Furniture,Office Furnishings
47810,Order Finished,Ionia Mc Grath,2011-08-14,3,39140,0.02,Office Supplies,Pens & Art Supplies
48896,Order Finished,Patrick Jones,2009-10-28,43,1713800,0.02,Office Supplies,Paper
49830,Order Returned,Ionia Mc Grath,2009-07-09,16,1039300,0.03,Office Supplies,Pens & Art Supplies
52389,Order Finished,Justin Deggeller,2011-10-21,31,1310660,0.08,Office Supplies,Pens & Art Supplies
52576,Order Finished,Tony Sayre,2009-03-28,10,1916360,0.03,Technology,Office Machines
53605,Order Finished,Karen Seio,2010-08-03,19,1012980,0.06,Office Supplies,Appliances
55460,Order Finished,Patrick Jones,2012-05-26,49,3889740,0.06,Office Supplies,Appliances
55877,Order Returned,Erin Mull,2010-02-02,40,288560,0.01,Office Supplies,Labels
56647,Order Finished,Tony Sayre,2011-08-03,41,835060,0.02,Furniture,Office Furnishings
57475,Order Finished,Tony Sayre,2010-10-04,32,334140,0.04,Office Supplies,Binders & Binder Accessories
57537,Order Finished,Patrick Jones,2012-09-18,13,152760,0.03,Office Supplies,Binders & Binder Accessories
57698,Order Finished,Patrick Jones,2012-01-06,10,172000,0.05,Office Supplies,Appliances
58241,Order Finished,Patrick Jones,2010-09-07,36,293420,0.01,Office Supplies,Paper
96,Order Finished,Keith Dawkins,2009-04-16,37,8316247,0.01,Technology,Telephones & Communication
610,Order Finished,Joe Elijah,2011-08-01,38,567300,0.02,Office Supplies,Paper
612,Order Returned,Sheri Gordon,2012-10-20,50,525740,0.1,Office Supplies,Paper
1440,Order Finished,Stefanie Holloman,2011-08-09,41,1452440,0.01,Furniture,Office Furnishings
3749,Order Finished,Ken Black,2011-02-23,27,707240,0.01,Office Supplies,Binders & Binder Accessories
4070,Order Finished,Joe Elijah,2011-06-11,22,1292140,0.06,Technology,Computer Peripherals
4774,Order Finished,Lindsay Williams,2010-04-19,4,253740,0.08,Technology,Computer Peripherals
6947,Order Finished,Logan Currie,2011-07-19,9,1040980,0.0,Furniture,Office Furnishings
6979,Order Returned,Keith Dawkins,2009-02-27,28,669780,0.03,Technology,Office Machines
7107,Order Returned,Steve Chapman,2012-01-04,3,344080,0.02,Furniture,Office Furnishings
8288,Order Finished,Marc Crier,2011-05-09,22,2675620,0.02,Office Supplies,Binders & Binder Accessories
8678,Order Finished,Ken Black,2012-09-30,31,1875600,0.0,Office Supplies,Storage & Organization
10659,Order Finished,Dave Brooks,2009-05-14,40,454740,0.0,Office Supplies,Paper
11719,Order Finished,Keith Dawkins,2011-02-05,3,3133600,0.06,Technology,Office Machines
11908,Order Finished,Marc Crier,2010-05-25,5,2773200,0.09,Furniture,Chairs & Chairmats
13765,Order Returned,Scot Wooten,2009-04-05,45,3106760,0.1,Office Supplies,Pens & Art Supplies
14055,Order Finished,Keith Dawkins,2009-09-01,21,883400,0.08,Furniture,Office Furnishings
14756,Order Finished,Steve Chapman,2009-08-31,2,84600,0.06,Furniture,Office Furnishings
14785,Order Finished,Nicole Brennan,2009-10-09,20,189720,0.08,Office Supplies,Labels
14855,Order Finished,John Lee,2010-04-30,44,349800,0.06,Office Supplies,Binders & Binder Accessories
15045,Order Finished,Logan Currie,2010-08-20,11,2757440,0.07,Furniture,Chairs & Chairmats
19621,Order Finished,Marc Crier,2011-09-07,20,134060,0.04,Office Supplies,"Scissors, Rulers & Trimmers"
20773,Order Finished,Denise Monton,2009-03-05,44,959920,0.08,Office Supplies,Binders & Binder Accessories
21478,Order Finished,Keith Dawkins,2012-03-02,16,846140,0.01,Furniture,Office Furnishings
21633,Order Finished,Keith Dawkins,2009-03-27,29,1095640,0.08,Furniture,Office Furnishings
21696,Order Finished,Marc Crier,2010-10-21,14,556540,0.02,Office Supplies,Binders & Binder Accessories
22851,Order Finished,Denise Monton,2009-03-01,25,1334720,0.09,Technology,Computer Peripherals
23557,Order Returned,Keith Dawkins,2011-05-31,7,2022320,0.02,Furniture,Office Furnishings
24577,Order Finished,Steve Chapman,2010-03-01,8,361580,0.05,Office Supplies,Paper
24961,Order Finished,Ken Black,2010-01-26,8,975180,0.04,Furniture,Bookcases
24966,Order Finished,Deborah Brumfield,2011-12-17,34,8304240,0.0,Office Supplies,Storage & Organization
27363,Order Finished,Deborah Brumfield,2011-10-18,16,646520,0.06,Furniture,Office Furnishings
29156,Order Finished,Denise Monton,2010-02-24,10,417540,0.07,Technology,Computer Peripherals
29282,Order Finished,Scot Wooten,2012-11-28,4,68540,0.1,Office Supplies,Paper
30053,Order Finished,Marc Crier,2009-02-01,41,6558020,0.06,Technology,Office Machines
30081,Order Finished,Denise Monton,2011-12-17,26,426980,0.05,Office Supplies,Binders & Binder Accessories
30214,Order Finished,Keith Dawkins,2009-10-04,38,751220,0.1,Office Supplies,Binders & Binder Accessories
30497,Order Finished,Steve Chapman,2011-02-06,34,1413820,0.03,Office Supplies,Binders & Binder Accessories
30917,Order Finished,Marc Crier,2010-11-01,11,173580,0.06,Technology,Computer Peripherals
31681,Order Finished,Steve Chapman,2012-11-07,38,424240,0.02,Office Supplies,Paper
32710,Order Finished,John Lee,2009-11-16,43,1080660,0.04,Office Supplies,Storage & Organization
33060,Order Finished,Keith Dawkins,2010-02-19,3,31760,0.05,Office Supplies,Binders & Binder Accessories
33254,Order Finished,Keith Dawkins,2011-11-03,11,932700,0.01,Furniture,Office Furnishings
33605,Order Finished,John Lee,2012-04-03,42,306020,0.04,Office Supplies,Binders & Binder Accessories
34180,Order Finished,Marc Crier,2011-09-03,2,54000,0.02,Office Supplies,Paper
35137,Order Returned,Joe Elijah,2010-07-17,41,450120,0.05,Office Supplies,Binders & Binder Accessories
36838,Order Finished,Marc Crier,2009-04-08,3,65520,0.06,Office Supplies,Labels
37252,Order Finished,Steve Chapman,2011-11-19,21,3006980,0.03,Office Supplies,Appliances
38979,Order Finished,Steve Chapman,2010-02-26,48,6710200,0.07,Furniture,Chairs & Chairmats
39619,Order Returned,Ken Black,2012-01-04,15,1485600,0.02,Furniture,Office Furnishings
